file_path,thumbnail,width,height,order,set_key
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f118-i04-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f118-i04-p0001.jpg,1310,2048,1,dra037-s01-b010-f118-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f118-i04-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f118-i04-p0002.jpg,1280,2048,2,dra037-s01-b010-f118-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f118-i04-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f118-i04-p0003.jpg,1308,2048,3,dra037-s01-b010-f118-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f118-i04-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f118-i04-p0004.jpg,1317,2048,4,dra037-s01-b010-f118-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f118-i04-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f118-i04-p0005.jpg,1317,2048,5,dra037-s01-b010-f118-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f118-i04-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f118-i04-p0006.jpg,1311,2048,6,dra037-s01-b010-f118-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f118-i04-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f118-i04-p0007.jpg,1304,2048,7,dra037-s01-b010-f118-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f118-i04-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f118-i04-p0008.jpg,1316,2048,8,dra037-s01-b010-f118-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f118-i04-p0009.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f118-i04-p0009.jpg,1330,2048,9,dra037-s01-b010-f118-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f118-i04-p0010.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f118-i04-p0010.jpg,1330,2048,10,dra037-s01-b010-f118-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f119-i06-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f119-i06-p0001.jpg,1311,2048,1,dra037-s01-b010-f119-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f119-i06-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f119-i06-p0002.jpg,1302,2048,2,dra037-s01-b010-f119-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f119-i06-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f119-i06-p0003.jpg,1310,2048,3,dra037-s01-b010-f119-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f119-i06-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f119-i06-p0004.jpg,1320,2048,4,dra037-s01-b010-f119-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f119-i06-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f119-i06-p0005.jpg,1331,2048,5,dra037-s01-b010-f119-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f119-i06-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f119-i06-p0006.jpg,1314,2048,6,dra037-s01-b010-f119-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f119-i06-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f119-i06-p0007.jpg,1320,2048,7,dra037-s01-b010-f119-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f119-i06-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f119-i06-p0008.jpg,1310,2048,8,dra037-s01-b010-f119-i06
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0001.jpg,1533,2048,1,dra037-s01-b010-f120-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0002.jpg,1522,2048,2,dra037-s01-b010-f120-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0003.jpg,1532,2048,3,dra037-s01-b010-f120-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0004.jpg,1502,2048,4,dra037-s01-b010-f120-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0005.jpg,1534,2048,5,dra037-s01-b010-f120-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0006.jpg,1519,2048,6,dra037-s01-b010-f120-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0007.jpg,1524,2048,7,dra037-s01-b010-f120-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0008.jpg,1522,2048,8,dra037-s01-b010-f120-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0009.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0009.jpg,1530,2048,9,dra037-s01-b010-f120-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0010.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0010.jpg,1528,2048,10,dra037-s01-b010-f120-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b010-f120-i03-p0011.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b010-f120-i03-p0011.jpg,1528,2048,11,dra037-s01-b010-f120-i03
