file_path,thumbnail,width,height,order,set_key
http://hcremacmini01.library.yale.edu/images/dra037-s01-b002-f032-i09-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b002-f032-i09-p0001.jpg,2048,1535,1,dra037-s01-b002-f032-i09
http://hcremacmini01.library.yale.edu/images/dra037-s01-b002-f032-i09-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b002-f032-i09-p0002.jpg,2048,1550,2,dra037-s01-b002-f032-i09
http://hcremacmini01.library.yale.edu/images/dra037-s01-b002-f032-i09-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b002-f032-i09-p0003.jpg,2048,1544,3,dra037-s01-b002-f032-i09
http://hcremacmini01.library.yale.edu/images/dra037-s01-b002-f032-i09-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b002-f032-i09-p0004.jpg,2048,1547,4,dra037-s01-b002-f032-i09
http://hcremacmini01.library.yale.edu/images/dra037-s01-b002-f032-i09-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b002-f032-i09-p0005.jpg,2048,1544,5,dra037-s01-b002-f032-i09
http://hcremacmini01.library.yale.edu/images/dra037-s01-b002-f032-i09-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b002-f032-i09-p0006.jpg,2048,1544,6,dra037-s01-b002-f032-i09
http://hcremacmini01.library.yale.edu/images/dra037-s01-b002-f032-i09-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b002-f032-i09-p0007.jpg,2048,1544,7,dra037-s01-b002-f032-i09
http://hcremacmini01.library.yale.edu/images/dra037-s01-b002-f032-i09-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b002-f032-i09-p0008.jpg,1333,2048,8,dra037-s01-b002-f032-i09
