file_path,thumbnail,width,height,order,set_key
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f101-i03-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f101-i03-p0001.jpg,1393,2048,1,dra037-s01-b008-f101-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f101-i03-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f101-i03-p0002.jpg,1332,2048,2,dra037-s01-b008-f101-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f101-i03-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f101-i03-p0003.jpg,1309,2048,3,dra037-s01-b008-f101-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f101-i03-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f101-i03-p0004.jpg,1337,2048,4,dra037-s01-b008-f101-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f102-i03-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f102-i03-p0001.jpg,1569,2048,1,dra037-s01-b008-f102-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f102-i03-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f102-i03-p0002.jpg,1564,2048,2,dra037-s01-b008-f102-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f102-i03-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f102-i03-p0003.jpg,1566,2048,3,dra037-s01-b008-f102-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f102-i03-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f102-i03-p0004.jpg,1572,2048,4,dra037-s01-b008-f102-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f102-i03-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f102-i03-p0005.jpg,1566,2048,5,dra037-s01-b008-f102-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f102-i03-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f102-i03-p0006.jpg,1574,2048,6,dra037-s01-b008-f102-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f102-i03-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f102-i03-p0007.jpg,1575,2048,7,dra037-s01-b008-f102-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f102-i03-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f102-i03-p0008.jpg,1564,2048,8,dra037-s01-b008-f102-i03
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f103-i05-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f103-i05-p0001.jpg,1330,2048,1,dra037-s01-b008-f103-i05
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f103-i05-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f103-i05-p0002.jpg,1336,2048,2,dra037-s01-b008-f103-i05
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f103-i05-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f103-i05-p0003.jpg,1324,2048,3,dra037-s01-b008-f103-i05
http://hcremacmini01.library.yale.edu/images/dra037-s01-b008-f103-i05-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b008-f103-i05-p0004.jpg,1339,2048,4,dra037-s01-b008-f103-i05
