file_path,thumbnail,width,height,order,set_key
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f045-i05-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f045-i05-p0001.jpg,1513,2048,1,dra037-s01-b003-f045-i05
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f046-i08-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f046-i08-p0001.jpg,1310,2048,1,dra037-s01-b003-f046-i08
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f046-i08-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f046-i08-p0002.jpg,1298,2048,2,dra037-s01-b003-f046-i08
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f046-i08-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f046-i08-p0003.jpg,1323,2048,3,dra037-s01-b003-f046-i08
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0001.jpg,1374,2048,1,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0002.jpg,1354,2048,2,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0003.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0003.jpg,1383,2048,3,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0004.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0004.jpg,1353,2048,4,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0005.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0005.jpg,1356,2048,5,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0006.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0006.jpg,1350,2048,6,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0007.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0007.jpg,1372,2048,7,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0008.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0008.jpg,1350,2048,8,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0009.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0009.jpg,1375,2048,9,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0010.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0010.jpg,1352,2048,10,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0011.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0011.jpg,1370,2048,11,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0012.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0012.jpg,1364,2048,12,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0013.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0013.jpg,1356,2048,13,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0014.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0014.jpg,1348,2048,14,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0015.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0015.jpg,1351,2048,15,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0016.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0016.jpg,1375,2048,16,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0017.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0017.jpg,1363,2048,17,dra037-s01-b003-f048-i04
http://hcremacmini01.library.yale.edu/images/dra037-s01-b003-f048-i04-p0018.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b003-f048-i04-p0018.jpg,1362,2048,18,dra037-s01-b003-f048-i04
