file_path,thumbnail,width,height,order,set_key
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f006-i07-p0001.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f006-i07-p0001.jpg,1329,2048,1,dra037-s01-b001-f006-i07
http://hcremacmini01.library.yale.edu/images/dra037-s01-b001-f006-i07-p0002.jpg,http://hcremacmini01.library.yale.edu/thumbs/dra037-s01-b001-f006-i07-p0002.jpg,2048,1563,2,dra037-s01-b001-f006-i07
